,Ratings,Full_review
11058,4,Good phone as per price.
11059,5,Super
11060,5,Best for gaming
11061,5,This mobile is too good
11062,3,Very good 👌😊
11063,5,Perfect
11064,5,Very good mobile
11065,5,Nice photo good camara
11066,5,It's wonderful performance
11067,5,good power
11068,5,Super cool
11069,4,Nice products
11070,1,This is giving Wifi Low Signal Issue with small distance. Worst Experience
11071,4,Good mobile
11072,4,Value for money
11073,5,"It's second hend quality .I can not supose to this I don't like it, west money."
11074,5,Good super...
11075,5,Valuable product
11076,5,Good
11077,5,It's very good use for me last few months to go.
11078,5,Superb
11079,5,Best
11080,3,"Phone is awesome, nice camera and battery life and also nice colour but delivery is so late that's why I am giving poor rating..."
11081,5,Excellent product it is unbelive for this pricr
11082,5,"Picture quality just awesome, love it ❣️"
11083,5,Nice products
11084,5,Super
11085,4,Nice phone
11086,5,Good
11087,5,Very nice phone I gifted to my dad he so happy with the phone
11088,5,Amazing
11089,4,"Nice phone, must buy"
11090,4,Good product
11091,4,Good
11092,5,Best
11093,5,Its a good product
11094,4,Must phone
11095,5,Excellent
11096,5,Awesome phone at this price segment.
11097,5,Good
11098,5,Best
11099,5,Good phone
11100,5,Nice
11101,5,Nc
11102,4,It's good
11103,5,Nice product
11104,4,GOOD BUT CAMERA NOT SO GOOD
11105,5,Super
11106,4,Super
11107,5,Superb product
11108,5,Super quality
11109,5,Best mobile
11110,5,Nice
11111,5,Nc
11112,4,It's good
11113,5,Nice product
11114,4,GOOD BUT CAMERA NOT SO GOOD
11115,5,Super
11116,4,Super
11117,5,Superb product
11118,5,Super quality
11119,5,Best mobile
11120,5,Nice
11121,5,Nc
11122,4,It's good
11123,5,Nice product
11124,4,GOOD BUT CAMERA NOT SO GOOD
11125,5,Super
11126,4,Super
11127,5,Superb product
11128,5,Super quality
11129,5,Best mobile
11130,5,Nice
11131,5,Nc
11132,4,It's good
11133,5,Nice product
11134,4,GOOD BUT CAMERA NOT SO GOOD
11135,5,Super
11136,4,Super
11137,5,Superb product
11138,5,Super quality
11139,5,Best mobile
11140,5,Nice
11141,5,Nc
11142,4,It's good
11143,5,Nice product
11144,4,GOOD BUT CAMERA NOT SO GOOD
11145,5,Super
11146,4,Super
11147,5,Superb product
11148,5,Super quality
11149,5,Best mobile
11150,5,Nice
11151,5,Nc
11152,4,It's good
11153,5,Nice product
11154,4,GOOD BUT CAMERA NOT SO GOOD
11155,5,Super
11156,4,Super
11157,5,Superb product
11158,5,Super quality
11159,5,Best mobile
11160,5,Nice
11161,5,Nc
11162,4,It's good
11163,5,Nice product
11164,4,GOOD BUT CAMERA NOT SO GOOD
11165,5,Super
11166,4,Super
11167,5,Superb product
11168,5,Super quality
11169,5,Best mobile
11170,5,Nice
11171,5,Nc
11172,4,It's good
11173,5,Nice product
11174,4,GOOD BUT CAMERA NOT SO GOOD
11175,5,Super
11176,4,Super
11177,5,Superb product
11178,5,Super quality
11179,5,Best mobile
11180,5,Nice
11181,5,Nc
11182,4,It's good
11183,5,Nice product
11184,4,GOOD BUT CAMERA NOT SO GOOD
11185,5,Super
11186,4,Super
11187,5,Superb product
11188,5,Super quality
11189,5,Best mobile
11190,5,Nice
11191,5,Nc
11192,4,It's good
11193,5,Nice product
11194,4,GOOD BUT CAMERA NOT SO GOOD
11195,5,Super
11196,4,Super
11197,5,Superb product
11198,5,Super quality
11199,5,Best mobile
11200,5,Nice
11201,5,Nc
11202,4,It's good
11203,5,Nice product
11204,4,GOOD BUT CAMERA NOT SO GOOD
11205,5,Super
11206,4,Super
11207,5,Superb product
11208,5,Super quality
11209,5,Best mobile
11210,5,Nice
11211,5,Nc
11212,4,It's good
11213,5,Nice product
11214,4,GOOD BUT CAMERA NOT SO GOOD
11215,5,Super
11216,4,Super
11217,5,Superb product
11218,5,Super quality
11219,5,Best mobile
11220,5,Nice
11221,5,Nc
11222,4,It's good
11223,5,Nice product
11224,4,GOOD BUT CAMERA NOT SO GOOD
11225,5,Super
11226,4,Super
11227,5,Superb product
11228,5,Super quality
11229,5,Best mobile
11230,5,Nice
11231,5,Nc
11232,4,It's good
11233,5,Nice product
11234,4,GOOD BUT CAMERA NOT SO GOOD
11235,5,Super
11236,4,Super
11237,5,Superb product
11238,5,Super quality
11239,5,Best mobile
11240,5,Nice
11241,5,Nc
11242,4,It's good
11243,5,Nice product
11244,4,GOOD BUT CAMERA NOT SO GOOD
11245,5,Super
11246,4,Super
11247,5,Superb product
11248,5,Super quality
11249,5,Best mobile
11250,5,Nice
11251,5,Nc
11252,4,It's good
11253,5,Nice product
11254,4,GOOD BUT CAMERA NOT SO GOOD
11255,5,Super
11256,4,Super
11257,5,Superb product
11258,5,Super quality
11259,5,Best mobile
11260,5,Nice
11261,5,Nc
11262,4,It's good
11263,5,Nice product
11264,4,GOOD BUT CAMERA NOT SO GOOD
11265,5,Super
11266,4,Super
11267,5,Superb product
11268,5,Super quality
11269,5,Best mobile
11270,5,Nice
11271,5,Nc
11272,4,It's good
11273,5,Nice product
11274,4,GOOD BUT CAMERA NOT SO GOOD
11275,5,Super
11276,4,Super
11277,5,Superb product
11278,5,Super quality
11279,5,Best mobile
11280,5,Nice
11281,5,Nc
11282,4,It's good
11283,5,Nice product
11284,4,GOOD BUT CAMERA NOT SO GOOD
11285,5,Super
11286,4,Super
11287,5,Superb product
11288,5,Super quality
11289,5,Best mobile
11290,5,Nice
11291,5,Nc
11292,4,It's good
11293,5,Nice product
11294,4,GOOD BUT CAMERA NOT SO GOOD
11295,5,Super
11296,4,Super
11297,5,Superb product
11298,5,Super quality
11299,5,Best mobile
11300,5,Nice
11301,5,Nc
11302,4,It's good
11303,5,Nice product
11304,4,GOOD BUT CAMERA NOT SO GOOD
11305,5,Super
11306,4,Super
11307,5,Superb product
11308,5,Super quality
11309,5,Best mobile
11310,5,Nice
11311,5,Nc
11312,4,It's good
11313,5,Nice product
11314,4,GOOD BUT CAMERA NOT SO GOOD
11315,5,Super
11316,4,Super
11317,5,Superb product
11318,5,Super quality
11319,5,Best mobile
11320,5,Nice
11321,5,Nc
11322,4,It's good
11323,5,Nice product
11324,4,GOOD BUT CAMERA NOT SO GOOD
11325,5,Super
11326,4,Super
11327,5,Superb product
11328,5,Super quality
11329,5,Best mobile
11330,5,Nice
11331,5,Nc
11332,4,It's good
11333,5,Nice product
11334,4,GOOD BUT CAMERA NOT SO GOOD
11335,5,Super
11336,4,Super
11337,5,Superb product
11338,5,Super quality
11339,5,Best mobile
11340,5,Nice
11341,5,Nc
11342,4,It's good
11343,5,Nice product
11344,4,GOOD BUT CAMERA NOT SO GOOD
11345,5,Super
11346,4,Super
11347,5,Superb product
11348,5,Super quality
11349,5,Best mobile
11350,5,Nice
11351,5,Nc
11352,4,It's good
11353,5,Nice product
11354,4,GOOD BUT CAMERA NOT SO GOOD
11355,5,Super
11356,4,Super
11357,5,Superb product
11358,5,Super quality
11359,5,Best mobile
11360,5,Nice
11361,5,Nc
11362,4,It's good
11363,5,Nice product
11364,4,GOOD BUT CAMERA NOT SO GOOD
11365,5,Super
11366,4,Super
11367,5,Superb product
11368,5,Super quality
11369,5,Best mobile
11370,5,Nice
11371,5,Nc
11372,4,It's good
11373,5,Nice product
11374,4,GOOD BUT CAMERA NOT SO GOOD
11375,5,Super
11376,4,Super
11377,5,Superb product
11378,5,Super quality
11379,5,Best mobile
11380,5,Nice
11381,5,Nc
11382,4,It's good
11383,5,Nice product
11384,4,GOOD BUT CAMERA NOT SO GOOD
11385,5,Super
11386,4,Super
11387,5,Superb product
11388,5,Super quality
11389,5,Best mobile
11390,5,Nice
11391,5,Nc
11392,4,It's good
11393,5,Nice product
11394,4,GOOD BUT CAMERA NOT SO GOOD
11395,5,Super
11396,4,Super
11397,5,Superb product
11398,5,Super quality
11399,5,Best mobile
11400,5,Nice
11401,5,Nc
11402,4,It's good
11403,5,Nice product
11404,4,GOOD BUT CAMERA NOT SO GOOD
11405,5,Super
11406,4,Super
11407,5,Superb product
11408,5,Super quality
11409,5,Best mobile
11410,5,Nice
11411,5,Nc
11412,4,It's good
11413,5,Nice product
11414,4,GOOD BUT CAMERA NOT SO GOOD
11415,5,Super
11416,4,Super
11417,5,Superb product
11418,5,Super quality
11419,5,Best mobile
11420,5,Nice
11421,5,Nc
11422,4,It's good
11423,5,Nice product
11424,4,GOOD BUT CAMERA NOT SO GOOD
11425,5,Super
11426,4,Super
11427,5,Superb product
11428,5,Super quality
11429,5,Best mobile
11430,5,Nice
11431,5,Nc
11432,4,It's good
11433,5,Nice product
11434,4,GOOD BUT CAMERA NOT SO GOOD
11435,5,Super
11436,4,Super
11437,5,Superb product
11438,5,Super quality
11439,5,Best mobile
11440,5,Nice
11441,5,Nc
11442,4,It's good
11443,5,Nice product
11444,4,GOOD BUT CAMERA NOT SO GOOD
11445,5,Super
11446,4,Super
11447,5,Superb product
11448,5,Super quality
11449,5,Best mobile
11450,5,Nice
11451,5,Nc
11452,4,It's good
11453,5,Nice product
11454,4,GOOD BUT CAMERA NOT SO GOOD
11455,5,Super
11456,4,Super
11457,5,Superb product
11458,5,Super quality
11459,5,Best mobile
11460,5,Nice
11461,5,Nc
11462,4,It's good
11463,5,Nice product
11464,4,GOOD BUT CAMERA NOT SO GOOD
11465,5,Super
11466,4,Super
11467,5,Superb product
11468,5,Super quality
11469,5,Best mobile
11470,5,Nice
11471,5,Nc
11472,4,It's good
11473,5,Nice product
11474,4,GOOD BUT CAMERA NOT SO GOOD
11475,5,Super
11476,4,Super
11477,5,Superb product
11478,5,Super quality
11479,5,Best mobile
11480,5,Nice
11481,5,Nc
11482,4,It's good
11483,5,Nice product
11484,4,GOOD BUT CAMERA NOT SO GOOD
11485,5,Super
11486,4,Super
11487,5,Superb product
11488,5,Super quality
11489,5,Best mobile
11490,5,Nice
11491,5,Nc
11492,4,It's good
11493,5,Nice product
11494,4,GOOD BUT CAMERA NOT SO GOOD
11495,5,Super
11496,4,Super
11497,5,Superb product
11498,5,Super quality
11499,5,Best mobile
11500,5,Nice
11501,5,Nc
11502,4,It's good
11503,5,Nice product
11504,4,GOOD BUT CAMERA NOT SO GOOD
11505,5,Super
11506,4,Super
11507,5,Superb product
11508,5,Super quality
11509,5,Best mobile
11510,5,Nice
11511,5,Nc
11512,4,It's good
11513,5,Nice product
11514,4,GOOD BUT CAMERA NOT SO GOOD
11515,5,Super
11516,4,Super
11517,5,Superb product
11518,5,Super quality
11519,5,Best mobile
11520,5,Nice
11521,5,Nc
11522,4,It's good
11523,5,Nice product
11524,4,GOOD BUT CAMERA NOT SO GOOD
11525,5,Super
11526,4,Super
11527,5,Superb product
11528,5,Super quality
11529,5,Best mobile
11530,5,Nice
11531,5,Nc
11532,4,It's good
11533,5,Nice product
11534,4,GOOD BUT CAMERA NOT SO GOOD
11535,5,Super
11536,4,Super
11537,5,Superb product
11538,5,Super quality
11539,5,Best mobile
11540,5,Nice
11541,5,Nc
11542,4,It's good
11543,5,Nice product
11544,4,GOOD BUT CAMERA NOT SO GOOD
11545,5,Super
11546,4,Super
11547,5,Superb product
11548,5,Super quality
11549,5,Best mobile
11550,5,Nice
11551,5,Nc
11552,4,It's good
11553,5,Nice product
11554,4,GOOD BUT CAMERA NOT SO GOOD
11555,5,Super
11556,4,Super
11557,5,Superb product
11558,5,Super quality
11559,5,Best mobile
11560,5,Nice
11561,5,Nc
11562,4,It's good
11563,5,Nice product
11564,4,GOOD BUT CAMERA NOT SO GOOD
11565,5,Super
11566,4,Super
11567,5,Superb product
11568,5,Super quality
11569,5,Best mobile
11570,5,Nice
11571,5,Nc
11572,4,It's good
11573,5,Nice product
11574,4,GOOD BUT CAMERA NOT SO GOOD
11575,5,Super
11576,4,Super
11577,5,Superb product
11578,5,Super quality
11579,5,Best mobile
11580,5,Nice
11581,5,Nc
11582,4,It's good
11583,5,Nice product
11584,4,GOOD BUT CAMERA NOT SO GOOD
11585,5,Super
11586,4,Super
11587,5,Superb product
11588,5,Super quality
11589,5,Best mobile
11590,5,Nice
11591,5,Nc
11592,4,It's good
11593,5,Nice product
11594,4,GOOD BUT CAMERA NOT SO GOOD
11595,5,Super
11596,4,Super
11597,5,Superb product
11598,5,Super quality
11599,5,Best mobile
11600,5,Nice
11601,5,Nc
11602,4,It's good
11603,5,Nice product
11604,4,GOOD BUT CAMERA NOT SO GOOD
11605,5,Super
11606,4,Super
11607,5,Superb product
11608,5,Super quality
11609,5,Best mobile
11610,5,Nice
11611,5,Nc
11612,4,It's good
11613,5,Nice product
11614,4,GOOD BUT CAMERA NOT SO GOOD
11615,5,Super
11616,4,Super
11617,5,Superb product
11618,5,Super quality
11619,5,Best mobile
11620,5,Nice
11621,5,Nc
11622,4,It's good
11623,5,Nice product
11624,4,GOOD BUT CAMERA NOT SO GOOD
11625,5,Super
11626,4,Super
11627,5,Superb product
11628,5,Super quality
11629,5,Best mobile
11630,5,Nice
11631,5,Nc
11632,4,It's good
11633,5,Nice product
11634,4,GOOD BUT CAMERA NOT SO GOOD
11635,5,Super
11636,4,Super
11637,5,Superb product
11638,5,Super quality
11639,5,Best mobile
11640,5,Nice
11641,5,Nc
11642,4,It's good
11643,5,Nice product
11644,4,GOOD BUT CAMERA NOT SO GOOD
11645,5,Super
11646,4,Super
11647,5,Superb product
11648,5,Super quality
11649,5,Best mobile
11650,5,Nice
11651,5,Nc
11652,4,It's good
11653,5,Nice product
11654,4,GOOD BUT CAMERA NOT SO GOOD
11655,5,Super
11656,4,Super
11657,5,Superb product
11658,5,Super quality
11659,5,Best mobile
11660,5,Nice
11661,5,Nc
11662,4,It's good
11663,5,Nice product
11664,4,GOOD BUT CAMERA NOT SO GOOD
11665,5,Super
11666,4,Super
11667,5,Superb product
11668,5,Super quality
11669,5,Best mobile
11670,5,Nice
11671,5,Nc
11672,4,It's good
11673,5,Nice product
11674,4,GOOD BUT CAMERA NOT SO GOOD
11675,5,Super
11676,4,Super
11677,5,Superb product
11678,5,Super quality
11679,5,Best mobile
11680,5,Nice
11681,5,Nc
11682,4,It's good
11683,5,Nice product
11684,4,GOOD BUT CAMERA NOT SO GOOD
11685,5,Super
11686,4,Super
11687,5,Superb product
11688,5,Super quality
11689,5,Best mobile
11690,5,Nice
11691,5,Nc
11692,4,It's good
11693,5,Nice product
11694,4,GOOD BUT CAMERA NOT SO GOOD
11695,5,Super
11696,4,Super
11697,5,Superb product
11698,5,Super quality
11699,5,Best mobile
11700,5,Nice
11701,5,Nc
11702,4,It's good
11703,5,Nice product
11704,4,GOOD BUT CAMERA NOT SO GOOD
11705,5,Super
11706,4,Super
11707,5,Superb product
11708,5,Super quality
11709,5,Best mobile
11710,5,Nice
11711,5,Nc
11712,4,It's good
11713,5,Nice product
11714,4,GOOD BUT CAMERA NOT SO GOOD
11715,5,Super
11716,4,Super
11717,5,Superb product
11718,5,Super quality
11719,5,Best mobile
11720,5,Nice
11721,5,Nc
11722,4,It's good
11723,5,Nice product
11724,4,GOOD BUT CAMERA NOT SO GOOD
11725,5,Super
11726,4,Super
11727,5,Superb product
11728,5,Super quality
11729,5,Best mobile
11730,5,Nice
11731,5,Nc
11732,4,It's good
11733,5,Nice product
11734,4,GOOD BUT CAMERA NOT SO GOOD
11735,5,Super
11736,4,Super
11737,5,Superb product
11738,5,Super quality
11739,5,Best mobile
11740,5,Nice
11741,5,Nc
11742,4,It's good
11743,5,Nice product
11744,4,GOOD BUT CAMERA NOT SO GOOD
11745,5,Super
11746,4,Super
11747,5,Superb product
11748,5,Super quality
11749,5,Best mobile
11750,5,Nice
11751,5,Nc
11752,4,It's good
11753,5,Nice product
11754,4,GOOD BUT CAMERA NOT SO GOOD
11755,5,Super
11756,4,Super
11757,5,Superb product
11758,5,Super quality
11759,5,Best mobile
11760,5,Nice
11761,5,Nc
11762,4,It's good
11763,5,Nice product
11764,4,GOOD BUT CAMERA NOT SO GOOD
11765,5,Super
11766,4,Super
11767,5,Superb product
11768,5,Super quality
11769,5,Best mobile
11770,5,Nice
11771,5,Nc
11772,4,It's good
11773,5,Nice product
11774,4,GOOD BUT CAMERA NOT SO GOOD
11775,5,Super
11776,4,Super
11777,5,Superb product
11778,5,Super quality
11779,5,Best mobile
11780,5,Nice
11781,5,Nc
11782,4,It's good
11783,5,Nice product
11784,4,GOOD BUT CAMERA NOT SO GOOD
11785,5,Super
11786,4,Super
11787,5,Superb product
11788,5,Super quality
11789,5,Best mobile
11790,5,Nice
11791,5,Nc
11792,4,It's good
11793,5,Nice product
11794,4,GOOD BUT CAMERA NOT SO GOOD
11795,5,Super
11796,4,Super
11797,5,Superb product
11798,5,Super quality
11799,5,Best mobile
11800,5,Nice
11801,5,Nc
11802,4,It's good
11803,5,Nice product
11804,4,GOOD BUT CAMERA NOT SO GOOD
11805,5,Super
11806,4,Super
11807,5,Superb product
11808,5,Super quality
11809,5,Best mobile
11810,5,Nice
11811,5,Nc
11812,4,It's good
11813,5,Nice product
11814,4,GOOD BUT CAMERA NOT SO GOOD
11815,5,Super
11816,4,Super
11817,5,Superb product
11818,5,Super quality
11819,5,Best mobile
11820,5,Nice
11821,5,Nc
11822,4,It's good
11823,5,Nice product
11824,4,GOOD BUT CAMERA NOT SO GOOD
11825,5,Super
11826,4,Super
11827,5,Superb product
11828,5,Super quality
11829,5,Best mobile
11830,5,Nice
11831,5,Nc
11832,4,It's good
11833,5,Nice product
11834,4,GOOD BUT CAMERA NOT SO GOOD
11835,5,Super
11836,4,Super
11837,5,Superb product
11838,5,Super quality
11839,5,Best mobile
11840,5,Nice
11841,5,Nc
11842,4,It's good
11843,5,Nice product
11844,4,GOOD BUT CAMERA NOT SO GOOD
11845,5,Super
11846,4,Super
11847,5,Superb product
11848,5,Super quality
11849,5,Best mobile
11850,5,Nice
11851,5,Nc
11852,4,It's good
11853,5,Nice product
11854,4,GOOD BUT CAMERA NOT SO GOOD
11855,5,Super
11856,4,Super
11857,5,Superb product
11858,5,Super quality
11859,5,Best mobile
11860,5,Nice
11861,5,Nc
11862,4,It's good
11863,5,Nice product
11864,4,GOOD BUT CAMERA NOT SO GOOD
11865,5,Super
11866,4,Super
11867,5,Superb product
11868,5,Super quality
11869,5,Best mobile
11870,5,Nice
11871,5,Nc
11872,4,It's good
11873,5,Nice product
11874,4,GOOD BUT CAMERA NOT SO GOOD
11875,5,Super
11876,4,Super
11877,5,Superb product
11878,5,Super quality
11879,5,Best mobile
11880,5,Nice
11881,5,Nc
11882,4,It's good
11883,5,Nice product
11884,4,GOOD BUT CAMERA NOT SO GOOD
11885,5,Super
11886,4,Super
11887,5,Superb product
11888,5,Super quality
11889,5,Best mobile
11890,5,Nice
11891,5,Nc
11892,4,It's good
11893,5,Nice product
11894,4,GOOD BUT CAMERA NOT SO GOOD
11895,5,Super
11896,4,Super
11897,5,Superb product
11898,5,Super quality
11899,5,Best mobile
11900,5,Nice
11901,5,Nc
11902,4,It's good
11903,5,Nice product
11904,4,GOOD BUT CAMERA NOT SO GOOD
11905,5,Super
11906,4,Super
11907,5,Superb product
11908,5,Super quality
11909,5,Best mobile
11910,5,Nice
11911,5,Nc
11912,4,It's good
11913,5,Nice product
11914,4,GOOD BUT CAMERA NOT SO GOOD
11915,5,Super
11916,4,Super
11917,5,Superb product
11918,5,Super quality
11919,5,Best mobile
11920,5,Nice
11921,5,Nc
11922,4,It's good
11923,5,Nice product
11924,4,GOOD BUT CAMERA NOT SO GOOD
11925,5,Super
11926,4,Super
11927,5,Superb product
11928,5,Super quality
11929,5,Best mobile
11930,5,Nice
11931,5,Nc
11932,4,It's good
11933,5,Nice product
11934,4,GOOD BUT CAMERA NOT SO GOOD
11935,5,Super
11936,4,Super
11937,5,Superb product
11938,5,Super quality
11939,5,Best mobile
11940,5,Nice
11941,5,Nc
11942,4,It's good
11943,5,Nice product
11944,4,GOOD BUT CAMERA NOT SO GOOD
11945,5,Super
11946,4,Super
11947,5,Superb product
11948,5,Super quality
11949,5,Best mobile
11950,5,Nice
11951,5,Nc
11952,4,It's good
11953,5,Nice product
11954,4,GOOD BUT CAMERA NOT SO GOOD
11955,5,Super
11956,4,Super
11957,5,Superb product
11958,5,Super quality
11959,5,Best mobile
11960,5,Nice
11961,5,Nc
11962,4,It's good
11963,5,Nice product
11964,4,GOOD BUT CAMERA NOT SO GOOD
11965,5,Super
11966,4,Super
11967,5,Superb product
11968,5,Super quality
11969,5,Best mobile
11970,5,Nice
11971,5,Nc
11972,4,It's good
11973,5,Nice product
11974,4,GOOD BUT CAMERA NOT SO GOOD
11975,5,Super
11976,4,Super
11977,5,Superb product
11978,5,Super quality
11979,5,Best mobile
11980,5,Nice
11981,5,Nc
11982,4,It's good
11983,5,Nice product
11984,4,GOOD BUT CAMERA NOT SO GOOD
11985,5,Super
11986,4,Super
11987,5,Superb product
11988,5,Super quality
11989,5,Best mobile
11990,5,Nice
11991,5,Nc
11992,4,It's good
11993,5,Nice product
11994,4,GOOD BUT CAMERA NOT SO GOOD
11995,5,Super
11996,4,Super
11997,5,Superb product
11998,5,Super quality
11999,5,Best mobile
12000,5,Nice
12001,5,Nc
12002,4,It's good
12003,5,Nice product
12004,4,GOOD BUT CAMERA NOT SO GOOD
12005,5,Super
12006,4,Super
12007,5,Superb product
12008,5,Super quality
12009,5,Best mobile
12010,5,Nice
12011,5,Nc
12012,4,It's good
12013,5,Nice product
12014,4,GOOD BUT CAMERA NOT SO GOOD
12015,5,Super
12016,4,Super
12017,5,Superb product
12018,5,Super quality
12019,5,Best mobile
12020,5,Nice
12021,5,Nc
12022,4,It's good
12023,5,Nice product
12024,4,GOOD BUT CAMERA NOT SO GOOD
12025,5,Super
12026,4,Super
12027,5,Superb product
12028,5,Super quality
12029,5,Best mobile
12030,5,Nice
12031,5,Nc
12032,4,It's good
12033,5,Nice product
12034,4,GOOD BUT CAMERA NOT SO GOOD
12035,5,Super
12036,4,Super
12037,5,Superb product
12038,5,Super quality
12039,5,Best mobile
12040,5,Nice
12041,5,Nc
12042,4,It's good
12043,5,Nice product
12044,4,GOOD BUT CAMERA NOT SO GOOD
12045,5,Super
12046,4,Super
12047,5,Superb product
12048,5,Super quality
12049,5,Best mobile
12050,5,Nice
12051,5,Nc
12052,4,It's good
12053,5,Nice product
12054,4,GOOD BUT CAMERA NOT SO GOOD
12055,5,Super
12056,4,Super
12057,5,Superb product
12058,5,Super quality
12059,5,Best mobile
12060,5,Nice
12061,5,Nc
12062,4,It's good
12063,5,Nice product
12064,4,GOOD BUT CAMERA NOT SO GOOD
12065,5,Super
12066,4,Super
12067,5,Superb product
12068,5,Super quality
12069,5,Best mobile
12070,5,Nice
12071,5,Nc
12072,4,It's good
12073,5,Nice product
12074,4,GOOD BUT CAMERA NOT SO GOOD
12075,5,Super
12076,4,Super
12077,5,Superb product
12078,5,Super quality
12079,5,Best mobile
12080,5,Nice
12081,5,Nc
12082,4,It's good
12083,5,Nice product
12084,4,GOOD BUT CAMERA NOT SO GOOD
12085,5,Super
12086,4,Super
12087,5,Superb product
12088,5,Super quality
12089,5,Best mobile
12090,5,Nice
12091,5,Nc
12092,4,It's good
12093,5,Nice product
12094,4,GOOD BUT CAMERA NOT SO GOOD
12095,5,Super
12096,4,Super
12097,5,Superb product
12098,5,Super quality
12099,5,Best mobile
12100,5,Nice
12101,5,Nc
12102,4,It's good
12103,5,Nice product
12104,4,GOOD BUT CAMERA NOT SO GOOD
12105,5,Super
12106,4,Super
12107,5,Superb product
12108,5,Super quality
12109,5,Best mobile
12110,5,Nice
12111,5,Nc
12112,4,It's good
12113,5,Nice product
12114,4,GOOD BUT CAMERA NOT SO GOOD
12115,5,Super
12116,4,Super
12117,5,Superb product
12118,5,Super quality
12119,5,Best mobile
12120,5,Nice
12121,5,Nc
12122,4,It's good
12123,5,Nice product
12124,4,GOOD BUT CAMERA NOT SO GOOD
12125,5,Super
12126,4,Super
12127,5,Superb product
12128,5,Super quality
12129,5,Best mobile
12130,5,Nice
12131,5,Nc
12132,4,It's good
12133,5,Nice product
12134,4,GOOD BUT CAMERA NOT SO GOOD
12135,5,Super
12136,4,Super
12137,5,Superb product
12138,5,Super quality
12139,5,Best mobile
12140,5,Nice
12141,5,Nc
12142,4,It's good
12143,5,Nice product
12144,4,GOOD BUT CAMERA NOT SO GOOD
12145,5,Super
12146,4,Super
12147,5,Superb product
12148,5,Super quality
12149,5,Best mobile
12150,5,Nice
12151,5,Nc
12152,4,It's good
12153,5,Nice product
12154,4,GOOD BUT CAMERA NOT SO GOOD
12155,5,Super
12156,4,Super
12157,5,Superb product
12158,5,Super quality
12159,5,Best mobile
12160,5,Nice
12161,5,Nc
12162,4,It's good
12163,5,Nice product
12164,4,GOOD BUT CAMERA NOT SO GOOD
12165,5,Super
12166,4,Super
12167,5,Superb product
12168,5,Super quality
12169,5,Best mobile
12170,5,Nice
12171,5,Nc
12172,4,It's good
12173,5,Nice product
12174,4,GOOD BUT CAMERA NOT SO GOOD
12175,5,Super
12176,4,Super
12177,5,Superb product
12178,5,Super quality
12179,5,Best mobile
12180,5,Nice
12181,5,Nc
12182,4,It's good
12183,5,Nice product
12184,4,GOOD BUT CAMERA NOT SO GOOD
12185,5,Super
12186,4,Super
12187,5,Superb product
12188,5,Super quality
12189,5,Best mobile
12190,5,Nice
12191,5,Nc
12192,4,It's good
12193,5,Nice product
12194,4,GOOD BUT CAMERA NOT SO GOOD
12195,5,Super
12196,4,Super
12197,5,Superb product
12198,5,Super quality
12199,5,Best mobile
12200,5,Every phone will have same features but I love Motorola because of its gestures ❤️. It hasgood battery It has decent camera It has good processing speed and smooth running Only thing is it has plastic body...
12201,3,Loved the Color Good Finish It's bulky as far as size n it's physical feel is concerned. Display is very dull Almost Stock Android makes accesability quite an easy thing Cam is great for this price point Spot Color Pic is a nice add on in camera 128 GB with 6 GB ram would have been an icing on cake Battery drains off ridiculously. Software issue looks like.. else poor optimization.. 90htz refresh is not a gimmick.. it works and helps create a good smooth experience.
12202,5,"Overall very nice phone with all the latest feature such as android 11. Three finger screen shot , recorder and etc .battery back up is very good big display compared to other phones .camera is also good. Would recommend to buy this phone because its a budget phone with all feature."
12203,4,Camer performance is ok not that wow and not that bad in this budget range good performance. Battery life is also ok if use in battery saver mode battery will.work better All over good phone in range need to work but on camera and battery
12204,4,"Well using the device for the last 3 weeks. Here is the review-  1. Rear Camera is average, auto focus is good. Macro and wide angle has no autofocus, comes with fixed focal length. It takes little time to process the photos in the background (like Gcam) which is very annoying. Front camera is the worst. Low light performance is very poor. Video quality is poor, focusing struggles. Video stabilisation is not available, you have to use Gcam for that. Don't buy if you a selfie maniac or a photo..."
12205,5,Super ... Duper camera very very Excellent handset I love Moto g30 . Low money products very happy products. I am proud of you this is a nice products.😃😃😃♥️♥️♥️
12206,2,Unbiased and genuine opinion. Bought it for my father but disappointed. Lenevo has degraded moto's standard a lot. Camera: Photos have a soft touch with blurred edges. The details doesn't match the standard of a lower budget phone like poco c3 too. Macro camera is useless. Could have used dual camera setup with better hardware atleast.  Display: If you use a full hd display phone as a daily driver you can easily spot the blurred adaptive icons of the app drawer. There is no necessity of a 90h...
12207,3,Pros: 1. Smooth Performance And Long-Lasting Battery. 2. Stock Android Software Experience. 3. High-refresh rate display. 4. Good price for value  Cons: 1. Camera Performance Seems Pretty Average. 2. Full Plastic Body which really feels cheap in hand. 3. No 4K video recording. 4. Max display brightness is pretty weak.
12208,5,This thing has all the acquired characteristics of Moto G family except weight. Based on my experiences with Moto G3 and X Play devices this could be a bit more simpler in matters of usability. It is appreciated even though this bulky and heavier design is an R&D deviation with higher focus on Camera and Graphics. Camera is good in capturing details. NFC as well as sensors used are at par with the pricing. Live caption too works fine. Feels nothing bad for usual graphic apps but battery drain...
